"" ,"frames_scrubbed" ,"frames_OK" ,"FD" ,"FD_scrubbed"
"sp0587_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,24.772369866419321 ,25.793441009521484
"sp0588_sess1_rest1" ,21.000000000000000 ,135.000000000000000 ,0.300964204702647 ,0.289215478962704
"sp0593_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,48.991872845274031 ,49.476163005828859
"sp0597_sess1_rest1" ,0.000000000000000 ,300.000000000000000 ,0.099706929575739 ,0.099706929575739
"sp0598_sess1_rest1" ,26.000000000000000 ,274.000000000000000 ,0.189991202205420 ,0.174774994793938
"sp0599_sess1_rest1" ,55.000000000000000 ,245.000000000000000 ,0.236132306436133 ,0.184723705618230
"sp0600_sess1_rest1" ,5.000000000000000 ,295.000000000000000 ,0.215950370009328 ,0.212713197456533
"sp0601_sess1_rest1" ,111.000000000000000 ,189.000000000000000 ,0.328265394741377 ,0.171064268857082
"sp0604_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,4.853206946392252 ,4.557134395837783
"sp0607_sess1_rest1" ,69.000000000000000 ,231.000000000000000 ,0.223050046220023 ,0.147285072173437
"sp0619_sess1_rest1" ,52.000000000000000 ,104.000000000000000 ,0.243485110012754 ,0.178297566665897
"sp0620_sess1_rest1" ,20.000000000000000 ,136.000000000000000 ,0.226826039004710 ,0.206552720345833
"sp0625_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,14.082531986814557 ,14.465004706382752
